"workerId","batch","bonus","condition","duration","n_data_conds","n_trials","gender","age","education","chart_use","problems","abs_err","causal_support","count_GT","count_GnT","count_nGT","count_nGnT","ground_truth","interactions","n","p_treat","payoff","q_idx","response_A","response_B","total_GT","total_GnT","total_nGT","total_nGnT","trial","trial_dur","trial_idx","userInput"
"b888e39c",29,0.25,"text",567.336999893188,16,18,"woman","55-64","High school diploma or GED","Monthly or less",NA,0.529999999706479,21.9490701863435,58,133,42,60,0.999999999706479,"placeholder",1000,0.4,0,15,47,53,184,207,316,293,"1",45.6329998970032,12,"responseA4_responseA47"
"b888e39c",29,0.25,"text",567.336999893188,16,18,"woman","55-64","High school diploma or GED","Monthly or less",NA,0.145025670965309,0.220789890620267,154,187,68,72,0.554974329034691,"placeholder",1500,0.2,0,2,70,30,305,311,445,439,"2",31.0420000553131,15,"responseA70"
"b888e39c",29,0.25,"text",567.336999893188,16,18,"woman","55-64","High school diploma or GED","Monthly or less",NA,0.20570609321148,5.44625513505741,102,125,47,59,0.99570609321148,"placeholder",1000,0.2,0,14,79,21,218,191,282,309,"3",13.2509999275208,11,"responseA7_responseA77_responseA7_responseA79"
"b888e39c",29,0.25,"text",567.336999893188,16,18,"woman","55-64","High school diploma or GED","Monthly or less",NA,0.063215718598906,-0.768589607606756,10,12,4,3,0.316784281401094,"placeholder",100,0.2,0,6,38,62,18,19,32,31,"4",37.414999961853,3,"responseA4_responseA48_responseA4_responseA3_responseA38"
"b888e39c",29,0.25,"text",567.336999893188,16,18,"woman","55-64","High school diploma or GED","Monthly or less",NA,0.085544276272408,1.0692576919223,54,59,24,40,0.744455723727592,"placeholder",500,0.2,0,10,83,17,107,97,143,153,"5",44.5900001525879,7,"responseA8_responseA83"
"b888e39c",29,0.25,"text",567.336999893188,16,18,"woman","55-64","High school diploma or GED","Monthly or less",NA,0.509240285787456,-0.940696302354695,43,55,30,23,0.280759714212544,"placeholder",500,0.1,0,9,79,21,93,92,157,158,"6",21.9530000686646,6,"responseA79"
"b888e39c",29,0.25,"text",567.336999893188,16,18,"woman","55-64","High school diploma or GED","Monthly or less",NA,0.53,51.7078653488591,81,197,43,91,1,"placeholder",1500,0.4,0,-1,47,53,292,303,458,447,"7",11.0360000133514,-1,"responseA47"
"b888e39c",29,0.25,"text",567.336999893188,16,18,"woman","55-64","High school diploma or GED","Monthly or less",NA,0.384646963110226,-3.04686446008429,176,171,80,80,0.0453530368897745,"placeholder",1500,0.1,0,1,43,57,300,302,450,448,"8",13.664999961853,14,"responseA38_responseA3_responseA4_responseA43"
"b888e39c",29,0.25,"text",567.336999893188,16,18,"woman","55-64","High school diploma or GED","Monthly or less",NA,0.631779005563449,-1.83014505050824,119,115,52,56,0.138220994436551,"placeholder",1000,0,0,12,77,23,212,212,288,288,"9",10.1129999160767,9,"responseA79_responseA7_responseA77"
"b888e39c",29,0.25,"text",567.336999893188,16,18,"woman","55-64","High school diploma or GED","Monthly or less",NA,0.109297682966821,0.572317191836078,113,125,56,72,0.639297682966821,"placeholder",1000,0.1,0,13,53,47,208,203,292,297,"10",18.585000038147,10,"responseA47_responseA4_responseA5_responseA53"
"b888e39c",29,0.25,"text",567.336999893188,16,18,"woman","55-64","High school diploma or GED","Monthly or less",NA,0.135621712479782,0.728054894489361,6,12,3,3,0.674378287520218,"placeholder",100,0.4,0,7,81,19,19,22,31,28,"11",20.6319999694824,4,"responseA83_responseA8_responseA81"
"b888e39c",29,0.25,"text",567.336999893188,16,18,"woman","55-64","High school diploma or GED","Monthly or less",NA,0.688493388599786,-1.80283253953284,14,10,8,8,0.141506611400214,"placeholder",100,0,0,4,83,17,20,18,30,32,"12",7.39800000190735,1,"responseA83"
"b888e39c",29,0.25,"text",567.336999893188,16,18,"woman","55-64","High school diploma or GED","Monthly or less",NA,0.378496344697017,-6.49835147964109,201,167,94,88,0.00150365530298298,"placeholder",1500,0,0,-2,38,62,310,281,440,469,"13",8.38499999046326,-2,"responseA38"
"b888e39c",29,0.25,"text",567.336999893188,16,18,"woman","55-64","High school diploma or GED","Monthly or less",NA,0.026276247204104,-0.175342879157029,171,199,93,94,0.456276247204104,"placeholder",1500,0,0.25,16,43,57,306,309,444,441,"14",68.4530000686646,13,"responseA38_responseA43"
"b888e39c",29,0.25,"text",567.336999893188,16,18,"woman","55-64","High school diploma or GED","Monthly or less",NA,0.359731280349739,8.22157315839956,29,49,17,37,0.999731280349739,"placeholder",500,0.4,0,11,64,36,94,93,156,157,"15",20.2469999790192,8,"responseA6_responseA64"
"b888e39c",29,0.25,"text",567.336999893188,16,18,"woman","55-64","High school diploma or GED","Monthly or less",NA,0.379999695568337,15.0048188939527,124,179,46,73,0.999999695568337,"placeholder",1500,0.4,0,3,62,38,324,299,426,451,"16",20.2480001449585,16,"responseA5_responseA56_responseA5_responseA6_responseA62"
"b888e39c",29,0.25,"text",567.336999893188,16,18,"woman","55-64","High school diploma or GED","Monthly or less",NA,0.321243073681163,-2.10350184200377,61,62,40,31,0.108756926318837,"placeholder",500,0,0,8,43,57,100,102,150,148,"17",8.67499995231628,5,"responseA43"
"b888e39c",29,0.25,"text",567.336999893188,16,18,"woman","55-64","High school diploma or GED","Monthly or less",NA,0.665106465844119,-1.29567661835729,11,15,8,5,0.214893534155881,"placeholder",100,0.1,0,5,88,12,17,22,33,28,"18",11.470999956131,2,"responseA83_responseA8_responseA88"
"b888e39c",29,0.25,"text",567.336999893188,16,18,"woman","55-64","High school diploma or GED","Monthly or less",NA,0.3,51.7078653488591,81,197,43,91,1,"placeholder",1500,0.4,0,-1,70,30,292,303,458,447,"practice",93.4210000038147,-1,"responseA7_responseA70"
"e21669ef",20,0.25,"bars",151.351999998093,16,18,"Male","25-34","Bachelor's degree","Weekly","none",0.318060526169925,-0.934861447688959,10,8,5,8,0.281939473830075,"placeholder",100,0.2,0,5,60,40,17,14,33,36,"1",6.12199997901917,3,"responseA6_responseA60"
"e21669ef",20,0.25,"bars",151.351999998093,16,18,"Male","25-34","Bachelor's degree","Weekly","none",0.602413507989717,-2.22433376728532,59,56,32,19,0.0975864920102826,"placeholder",500,0,0,7,70,30,101,99,149,151,"2",4.63699984550476,5,"responseA7_responseA70"
"e21669ef",20,0.25,"bars",151.351999998093,16,18,"Male","25-34","Bachelor's degree","Weekly","none",0.110587578538522,0.449782745645891,6,10,4,6,0.610587578538522,"placeholder",100,0.4,0,6,50,50,21,23,29,27,"3",4.67400002479553,4,"responseA5_responseA50"
"e21669ef",20,0.25,"bars",151.351999998093,16,18,"Male","25-34","Bachelor's degree","Weekly","none",0.267322752234683,0.696101021241873,55,62,18,37,0.667322752234683,"placeholder",500,0.2,0,9,40,60,94,93,156,157,"4",4.6780002117157,7,"responseA4_responseA40"
"e21669ef",20,0.25,"bars",151.351999998093,16,18,"Male","25-34","Bachelor's degree","Weekly","none",0.499478820138814,7.558894037058,36,61,18,27,0.999478820138814,"placeholder",500,0.4,0,10,50,50,101,95,149,155,"5",5.72099995613098,8,"responseA5_responseA50"
"e21669ef",20,0.25,"bars",151.351999998093,16,18,"Male","25-34","Bachelor's degree","Weekly","none",0.599998444133196,13.3734761817813,127,173,50,96,0.999998444133196,"placeholder",1500,0.4,0,2,40,60,320,305,430,445,"6",5.69099998474121,16,"responseA4_responseA40"
"e21669ef",20,0.25,"bars",151.351999998093,16,18,"Male","25-34","Bachelor's degree","Weekly","none",0.4,51.7078653488591,81,197,43,91,1,"placeholder",1500,0.4,0,-1,60,40,292,303,458,447,"7",4.73399996757507,-1,"responseA6_responseA60"
"e21669ef",20,0.25,"bars",151.351999998093,16,18,"Male","25-34","Bachelor's degree","Weekly","none",0.272153658504888,-1.92013653654247,12,10,5,4,0.127846341495112,"placeholder",100,0,0,3,40,60,20,27,30,23,"8",4.23800015449524,1,"responseA4_responseA40"
"e21669ef",20,0.25,"bars",151.351999998093,16,18,"Male","25-34","Bachelor's degree","Weekly","none",0.386280667497042,4.27513499700433,149,203,84,85,0.986280667497042,"placeholder",1500,0.1,0,16,60,40,296,309,454,441,"9",5.13199996948242,14,"responseA6_responseA60"
"e21669ef",20,0.25,"bars",151.351999998093,16,18,"Male","25-34","Bachelor's degree","Weekly","none",0.16004430084452,-1.15292240271486,62,69,19,26,0.23995569915548,"placeholder",500,0.1,0,8,40,60,105,110,145,140,"10",4.41200017929077,6,"responseA4_responseA40"
"e21669ef",20,0.25,"bars",151.351999998093,16,18,"Male","25-34","Bachelor's degree","Weekly","none",0.20857140990224,-0.888455842472126,155,175,82,79,0.29142859009776,"placeholder",1500,0.2,0,1,50,50,307,309,443,441,"11",5.06200003623962,15,"responseA5_responseA50"
"e21669ef",20,0.25,"bars",151.351999998093,16,18,"Male","25-34","Bachelor's degree","Weekly","none",0.486161047202504,-2.05211394809703,124,135,55,53,0.113838952797496,"placeholder",1000,0,0,11,60,40,192,213,308,287,"12",4.76300001144409,9,"responseA6_responseA60"
"e21669ef",20,0.25,"bars",151.351999998093,16,18,"Male","25-34","Bachelor's degree","Weekly","none",0.598496344697017,-6.49835147964109,201,167,94,88,0.00150365530298298,"placeholder",1500,0,0,-2,60,40,310,281,440,469,"13",4.33799982070923,-2,"responseA6_responseA60"
"e21669ef",20,0.25,"bars",151.351999998093,16,18,"Male","25-34","Bachelor's degree","Weekly","none",0.04914732139736,0.197226119341281,106,114,37,51,0.54914732139736,"placeholder",1000,0.1,0.25,12,50,50,209,191,291,309,"14",4.68700003623962,10,"responseA5_responseA50"
"e21669ef",20,0.25,"bars",151.351999998093,16,18,"Male","25-34","Bachelor's degree","Weekly","none",0.512391556587012,-1.46562539338892,12,10,3,4,0.187608443412988,"placeholder",100,0.1,0,4,70,30,19,19,31,31,"15",4.54800009727478,2,"responseA7_responseA70"
"e21669ef",20,0.25,"bars",151.351999998093,16,18,"Male","25-34","Bachelor's degree","Weekly","none",0.499999997196015,19.6922240852882,72,133,33,59,0.999999997196015,"placeholder",1000,0.4,0,14,50,50,204,209,296,291,"16",5.45599985122681,12,"responseA5_responseA50"
"e21669ef",20,0.25,"bars",151.351999998093,16,18,"Male","25-34","Bachelor's degree","Weekly","none",0.451583674783152,-1.16138163672088,173,181,83,92,0.238416325216848,"placeholder",1500,0,0,15,69,31,291,279,459,471,"17",5.27999997138977,13,"responseA6_responseA69"
"e21669ef",20,0.25,"bars",151.351999998093,16,18,"Male","25-34","Bachelor's degree","Weekly","none",0.390208871070127,4.6164391372663,86,123,49,59,0.990208871070127,"placeholder",1000,0.2,0,13,60,40,205,211,295,289,"18",4.82800006866455,11,"responseA6_responseA60"
